ID	FILE	AUTHOR	BORN-DIED	TITLE	DATE	TECHNIQUE	LOCATION	FORM	TYPE	SCHOOL	TIMELINE	URL
21050	21050.jpg	LEMOYNE, Jean-Baptiste II	(b. 1704, Paris, d. 1778, Paris)	Comte de la Tour d'Auvergne	1765	Marble, height 71 cm	Liebighaus, Frankfurt	sculpture	portrait	French	1701-1750	http://www.wga.hu/html/l/lemoyne/jeanbapt/delatour.html
21051	21051.jpg	LEMOYNE, Jean-Baptiste II	(b. 1704, Paris, d. 1778, Paris)	Louis XV	1757	Marble, height 78 cm	Metropolitan Museum of Art, New York	sculpture	portrait	French	1701-1750	http://www.wga.hu/html/l/lemoyne/jeanbapt/louis15.html
21052	21052.jpg	LEMOYNE, Jean-Baptiste II	(b. 1704, Paris, d. 1778, Paris)	Louis XV	1757	Marble, height 78 cm	Metropolitan Museum of Art, New York	sculpture	portrait	French	1701-1750	http://www.wga.hu/html/l/lemoyne/jeanbapt/louis15a.html
21053	21053.jpg	LEMOYNE, Jean-Baptiste II	(b. 1704, Paris, d. 1778, Paris)	Louis XV (detail)	1757	Marble	Metropolitan Museum of Art, New York	sculpture	portrait	French	1701-1750	http://www.wga.hu/html/l/lemoyne/jeanbapt/louis15d.html
21054	21054.jpg	LEMOYNE, Jean-Baptiste II	(b. 1704, Paris, d. 1778, Paris)	Bust of Maupeou	1768	Marble	Musée Jacquemart-André, Paris	sculpture	portrait	French	1701-1750	http://www.wga.hu/html/l/lemoyne/jeanbapt/maupeau.html
21056	21056.jpg	LEMOYNE, Jean-Baptiste II	(b. 1704, Paris, d. 1778, Paris)	Bust of Montesquieu	1760	Marble	Musée des Beaux-Arts, Bordeaux	sculpture	portrait	French	1701-1750	http://www.wga.hu/html/l/lemoyne/jeanbapt/montesqu.html
21057	21057.jpg	LEMOYNE, Jean-Baptiste II	(b. 1704, Paris, d. 1778, Paris)	Bust of Réaumur	1751	Terracotta, height 24 cm	Musée du Louvre, Paris	sculpture	portrait	French	1701-1750	http://www.wga.hu/html/l/lemoyne/jeanbapt/reaumur.html
21058	21058.jpg	LEMOYNE, Jean-Louis	(b. 1665, Paris, d. 1755, Paris)	A Companion of Diana	1724	Marble, height 183 cm	National Gallery of Art, Washington	sculpture	mythological	French	1701-1750	http://www.wga.hu/html/l/lemoyne/jeanloui/diana.html
21059	21059.jpg	LEMOYNE, Jean-Louis	(b. 1665, Paris, d. 1755, Paris)	Jules Hardouin-Mansart	1703	Marble, height 110 cm	Musée du Louvre, Paris	sculpture	portrait	French	1701-1750	http://www.wga.hu/html/l/lemoyne/jeanloui/mansart.html
21060	21060.jpg	LEMOYNE, Jean-Louis	(b. 1665, Paris, d. 1755, Paris)	Bust of the Regent	1715	Marble	Château de Versailles, Versailles	sculpture	portrait	French	1701-1750	http://www.wga.hu/html/l/lemoyne/jeanloui/regent.html
21061	21061.jpg	LEMOYNE, Jean-Louis	(b. 1665, Paris, d. 1755, Paris)	The Fear of Cupid's Darts	1739-40	Marble, height 182 cm	Metropolitan Museum of Art, New York	sculpture	mythological	French	1701-1750	http://www.wga.hu/html/l/lemoyne/jeanloui/the_fear.html
21062	21062.jpg	LENBACH, Franz von	(b. 1836, Schrobenhausen, d. 1904, München)	Portrait of Wilhelm Busch	c. 1877	Oil on cardboard, 54 x 48 cm	The Hermitage, St. Petersburg	painting	portrait	German	1851-1900	http://www.wga.hu/html/l/lenbach/busch.html
21063	21063.jpg	LENBACH, Franz von	(b. 1836, Schrobenhausen, d. 1904, München)	Portrait of Marion Lenbach	1901	Oil on canvas, 93 x 71 cm	The Hermitage, St. Petersburg	painting	portrait	German	1851-1900	http://www.wga.hu/html/l/lenbach/marion.html
21065	21065.jpg	LENS, Andries Cornelis	(b. 1739, Antwerpen, d. 1822, Bruxelles)	Hercules Protects Painting from Ignorance and Envy	1763	Oil on canvas, 73 x 92 cm	Koninklijk Museum voor Schone Kunsten, Antwerp	painting	mythological	Flemish	1751-1800	http://www.wga.hu/html/l/lens/hercules.html
21074	21074.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Portrait of Ginevra de' Benci	1474-78	Oil on wood, 38,8 x 36,7 cm	National Gallery of Art, Washington	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/01/4benci.html
21090	21090.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Portrait of Cecilia Gallerani (Lady with an Ermine)	1483-90	Oil on wood, 55 x 40 cm	Czartoryski Museum, Cracow	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/02/4ermine.html
21091	21091.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Portrait of Cecilia Gallerani (detail)	1483-90	Oil on wood	Czartoryski Museum, Cracow	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/02/4ermine1.html
21092	21092.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Portrait of a Musician	1490	Oil on panel, 43 x 31 cm	Pinacoteca Ambrosiana, Milan	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/03/1musicia.html
21093	21093.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	La belle Ferronière	c. 1490	Oil on panel, 63 x 45 cm	Musée du Louvre, Paris	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/03/2ferroni.html
21103	21103.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Mona Lisa (La Gioconda)	c. 1503-5	Oil on panel, 77 x 53 cm	Musée du Louvre, Paris	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/04/0monalis.html
21104	21104.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Mona Lisa (La Gioconda)	c. 1503-5	Oil on panel, 77 x 53 cm	Musée du Louvre, Paris	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/04/1monali.html
21105	21105.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Mona Lisa (detail)	1503-5	Oil on panel	Musée du Louvre, Paris	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/04/1monali1.html
21106	21106.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Mona Lisa (detail)	1503-5	Oil on panel	Musée du Louvre, Paris	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/04/1monali2.html
21107	21107.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Mona Lisa (detail)	1503-5	Oil on panel	Musée du Louvre, Paris	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/04/1monali3.html
21108	21108.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Female head (La Scapigliata)	c. 1508	Oil on panel, 27 x 21 cm	Galleria Nazionale, Parma	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/04/2scapigl.html
21119	21119.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Leda	1508-15	Oil on panel, 130 x 77,5 cm	Galleria degli Uffizi, Florence	painting	mythological	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/05copies/3leda.html
21120	21120.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Leda (detail)	1508-15	Oil on panel, 130 x 77,5 cm	Galleria degli Uffizi, Florence	painting	mythological	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/05copies/3leda1.html
21121	21121.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Leda	1510-15	Oil on panel, 112 x 86 cm	Galleria Borghese, Rome	painting	mythological	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/05copies/4leda.html
21122	21122.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Leda and the Swan	1505-10	Oil on panel, 69,5 x 73,7 cm	Wilton House, Salisbury	painting	mythological	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/05copies/5leda.html
21123	21123.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Leda	c. 1530	Oil on wood	Staatliche Museen, Kassel	painting	mythological	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/05copies/6leda.html
21147	21147.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Leda and the Swan	1503-07	Pen and ink and wash over black chalk on paper, 160 x 139 mm	Devonshire Collection, Chatsworth	graphics	mythological	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/07study1/7leda0.html
21175	21175.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Lorenzo de' Medici	c. 1480	Pen and ink on paper, 73 x 49 mm	Royal Library, Windsor	graphics	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/08heads/01medici.html
21186	21186.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Isabella d'Este	1500	Black and red chalk, yellow pastel chalk on paper, 63 x 46 cm	Musée du Louvre, Paris	graphics	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/08heads/07isabel.html
21191	21191.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Self-Portrait	c. 1512	Red chalk on paper, 333 x 213 mm	Biblioteca Reale, Turin	graphics	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/08heads/12selfpo.html
21227	21227.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Landscape drawing for Santa Maria della Neve on 5th August 1473	1473	Pen and ink, 190 x 285 mm	Galleria degli Uffizi, Florence	graphics	landscape	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/11nature/01landsc.html
21228	21228.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Cavern with ducks	1482-85	Pen and ink on paper, 220 x 158 mm	Royal Library, Windsor	graphics	landscape	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/11nature/02landsc.html
21229	21229.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Storm over a landscape	c. 1500	Red chalk on paper, 200 x 150 mm	Royal Library, Windsor	graphics	landscape	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/11nature/03storm.html
21230	21230.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Landscape near Pisa	1502-03	Red chalk on paper, 211 x 150 mm	Biblioteca Nacional, Madrid	graphics	landscape	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/11nature/04landsc.html
21280	21280.jpg	LEONARDO da Vinci	(b. 1452, Vinci, d. 1519, Cloux, near Amboise)	Bust of Flora	1510s	Wax, height 67,5 cm	Staatliche Museen, Berlin	sculpture	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leonardo/15sculpt/5flora.html
21286	21286.jpg	LEONI, Leone	(b. 1509, Menaggio, d. 1590, Milano)	The Emperor Charles V Restraining Fury	1550-53	Bronze, height 174 cm	Museo del Prado, Madrid	sculpture	mythological	Italian	1551-1600	http://www.wga.hu/html/l/leoni/leone/charles5.html
21287	21287.jpg	LEONI, Leone	(b. 1509, Menaggio, d. 1590, Milano)	Charles V, Holy Roman Emperor	c. 1547	Bronze medal, diameter 7,5 cm	Art Museum, Cincinnati	sculpture	portrait	Italian	1551-1600	http://www.wga.hu/html/l/leoni/leone/charlesv.html
21288	21288.jpg	LEONI, Leone	(b. 1509, Menaggio, d. 1590, Milano)	Andrea Doria (obverse), Leone Leoni (reverse)	1541	Cast bronze, diameter 4 cm	British Museum, London	sculpture	portrait	Italian	1551-1600	http://www.wga.hu/html/l/leoni/leone/doria.html
21290	21290.jpg	LEONI, Leone	(b. 1509, Menaggio, d. 1590, Milano)	Memorial Medal of Giorgio Vasari	1550s	Bronze	Museo Nazionale del Bargello, Florence	sculpture	portrait	Italian	1551-1600	http://www.wga.hu/html/l/leoni/leone/medal_va.html
21291	21291.jpg	LEONI, Ottavio	(b. 1578, Roma, d. 1630, Roma)	Giovanni Lorenzo Bernini	-	Engraving, 140 x 110 mm	British Museum, London	graphics	portrait	Italian	1601-1650	http://www.wga.hu/html/l/leoni_o/bernini.html
21292	21292.jpg	LEONI, Ottavio	(b. 1578, Roma, d. 1630, Roma)	Caravaggio	1621-25	Chalk on blue paper, 234 x 163 mm	Biblioteca Marucelliana, Florence	graphics	portrait	Italian	1601-1650	http://www.wga.hu/html/l/leoni_o/caravagg.html
21293	21293.jpg	LEONI, Ottavio	(b. 1578, Roma, d. 1630, Roma)	Portrait of Annibale Carracci	c. 1614	Chalk, 242 x 170 mm	Biblioteca Marucelliana, Florence	graphics	portrait	Italian	1601-1650	http://www.wga.hu/html/l/leoni_o/carracci.html
21294	21294.jpg	LEONI, Ottavio	(b. 1578, Roma, d. 1630, Roma)	Cardinal Francesco del Monte	1616	Black chalk with wwhite heightening, 229 x 165 mm	Ringling Museum of Art, Sarasota	graphics	portrait	Italian	1601-1650	http://www.wga.hu/html/l/leoni_o/delmonte.html
21295	21295.jpg	LEONI, Ottavio	(b. 1578, Roma, d. 1630, Roma)	Portrait of Cardinal Ludovico Ludovisi	1621	Oil on canvas, 136 x 100 cm	Szépmûvészeti Múzeum, Budapest	painting	portrait	Italian	1601-1650	http://www.wga.hu/html/l/leoni_o/ludovisi.html
21296	21296.jpg	LEONI, Ottavio	(b. 1578, Roma, d. 1630, Roma)	Portrait of a Lady	-	Oil on copper, 29 x 22 cm	Private collection	painting	portrait	Italian	1601-1650	http://www.wga.hu/html/l/leoni_o/portlady.html
21297	21297.jpg	LEONI, Ottavio	(b. 1578, Roma, d. 1630, Roma)	Portrait of Guido Reni	1614	Chalk, 242 x 170 mm	Private collection	graphics	portrait	Italian	1601-1650	http://www.wga.hu/html/l/leoni_o/reni.html
21298	21298.jpg	LEONI, Ottavio	(b. 1578, Roma, d. 1630, Roma)	Self-Portrait	1625	Engraving, 145 x 115 mm	British Museum, London	graphics	portrait	Italian	1601-1650	http://www.wga.hu/html/l/leoni_o/selfport.html
21301	21301.jpg	LEOPARDI, Alessandro	(active 1482-1522 in Venice)	Equestrian Statue of Colleoni	1494	Gilded bronze, height 395 cm (without base)	Campo di Santi Giovanni e Paolo, Venice	sculpture	portrait	Italian	1451-1500	http://www.wga.hu/html/l/leopardi/colleoni.html
21308	21308.jpg	LÉPICIÉ, Nicolas-Bernard	(b. 1735, Paris, d. 1784, Paris)	The Young Draughtsman	1772	Oil on canvas, 41 x 33 cm	Musée du Louvre, Paris	painting	portrait	French	1751-1800	http://www.wga.hu/html/l/lepicie/nicolas/young_dr.html
21309	21309.jpg	LÉPICIÉ, Nicolas-Bernard	(b. 1735, Paris, d. 1784, Paris)	Portrait of a Young Lady Sewing	c. 1771	Oil on panel, 17 x 13 cm	Private collection	painting	portrait	French	1751-1800	http://www.wga.hu/html/l/lepicie/nicolas/younglad.html
21310	21310.jpg	LÉPINE, Stanislas	(b. 1835, Caen, d. 1892, Paris)	Pont des Arts, Paris	1878-83	Oil on canvas, 40 x 60 cm	Private collection	painting	landscape	French	1851-1900	http://www.wga.hu/html/l/lepine/pontarts.html
21311	21311.jpg	LÉPINE, Stanislas	(b. 1835, Caen, d. 1892, Paris)	The Seine near Argenteuil	-	Oil on canvas, 38 x 69 cm	Private collection	painting	landscape	French	1851-1900	http://www.wga.hu/html/l/lepine/seine.html
21313	21313.jpg	LEPRINCE, Auguste-Xavier	(b. 1799, Paris, d. 1826, Nice)	A Shepherd and a Rider on a Country Lane	c. 1823	Oil on paper laid down on canvas, 33 x 40 cm	Metropolitan Museum of Art, New York	painting	landscape	French	1801-1850	http://www.wga.hu/html/l/leprince/country.html
21314	21314.jpg	LEPRINCE, Auguste-Xavier	(b. 1799, Paris, d. 1826, Nice)	The Harvest	1822	Oil on canvas, 24 x 32 cm	Private collection	painting	landscape	French	1801-1850	http://www.wga.hu/html/l/leprince/harvest.html
21316	21316.jpg	LEROLLE, Henry	(b. 1848, Paris, d. 1929, Paris)	Bathers	-	Oil on canvas, 62 x 43 cm	Private collection	painting	mythological	French	1851-1900	http://www.wga.hu/html/l/lerolle/bathers.html
21318	21318.jpg	LEROLLE, Henry	(b. 1848, Paris, d. 1929, Paris)	By the Riverside	-	Oil on canvas, 471 x 300 cm	Museum of Fine Arts, Boston	painting	landscape	French	1851-1900	http://www.wga.hu/html/l/lerolle/riversid.html
21319	21319.jpg	LEROY DE BARDE, Alexandre-Isidore	(b. 1777, Montreuil, d. 1828, Paris)	Crystallised Minerals	-	Watercolour and gouache on heavy paper, 126 x 80 cm	Musée du Louvre, Paris	graphics	still-life	French	1801-1850	http://www.wga.hu/html/l/leroy/minerals.html
21320	21320.jpg	LEROY DE BARDE, Alexandre-Isidore	(b. 1777, Montreuil, d. 1828, Paris)	Selection of Shells Arranged on Shelves	-	Watercolour and gouache on heavy paper, 125 x 90 cm	Musée du Louvre, Paris	graphics	still-life	French	1801-1850	http://www.wga.hu/html/l/leroy/shells.html
21322	21322.jpg	LESPINGOLA, François	(b. 1644, Joinville, d. 1705, Paris)	Arrius and Paeta	1684	Marble	Garden of the Château, Versailles	sculpture	mythological	French	1651-1700	http://www.wga.hu/html/l/lespingo/arrius1.html
21323	21323.jpg	LESPINGOLA, François	(b. 1644, Joinville, d. 1705, Paris)	Arrius and Paeta	1684	Marble	Garden of the Château, Versailles	sculpture	mythological	French	1651-1700	http://www.wga.hu/html/l/lespingo/arrius2.html
21324	21324.jpg	LESPINGOLA, François	(b. 1644, Joinville, d. 1705, Paris)	Three Children Playing with a Swan	1685-87	Bronze	Garden of the Château, Versailles	sculpture	mythological	French	1651-1700	http://www.wga.hu/html/l/lespingo/childre1.html
21325	21325.jpg	LESPINGOLA, François	(b. 1644, Joinville, d. 1705, Paris)	Three Children Playing with a Swan	1685-87	Bronze	Garden of the Château, Versailles	sculpture	mythological	French	1651-1700	http://www.wga.hu/html/l/lespingo/childre2.html
21326	21326.jpg	LESPINGOLA, François	(b. 1644, Joinville, d. 1705, Paris)	Hercules Delivering the Erymanthean Boar to Eurystheus	1690s	Bronze, 42 x 36 x 29 cm	Metropolitan Museum of Art, New York	sculpture	mythological	French	1651-1700	http://www.wga.hu/html/l/lespingo/hercules.html
21328	21328.jpg	L'ESTIN, Jacques de	(b. 1597, Troyes, d. 1661, Troyes)	Self-portrait	-	Oil on canvas, 63 x 52 cm	Musée des Beaux-Arts, Troyes	painting	portrait	French	1601-1650	http://www.wga.hu/html/l/l_estin/selfport.html
21330	21330.jpg	LETHIÈRE, Guillaume	(b. 1760, Sainte-Anne, d. 1832. Paris)	Death of Virginia	c. 1800	Oil on canvas. 50 x 76 cm	Los Angeles County Museum of Art, Los Angeles	painting	mythological	French	1751-1800	http://www.wga.hu/html/l/lethiere/deathvir.html
21331	21331.jpg	LEU, Hans the Younger	(b. ca. 1490, Zürich, d. 1531, Gubel)	Meadow Landscape with Water-Mill	c. 1520-25	Pen and black ink on paper grounded with red-brown, washed and heightened in white, 207 x 152 mm	Staatliche Museen, Berlin	graphics	landscape	Swiss	1501-1550	http://www.wga.hu/html/l/leu/meadow.html
21333	21333.jpg	LEVECQ, Jacobus	(b. 1634, Dordrecht, d. 1675, Dordrecht)	Young Man at a Writing Desk	1650s	Oil on canvas, 85 x 69 cm	Private collection	painting	portrait	Dutch	1651-1700	http://www.wga.hu/html/l/levecq/youngman.html
21334	21334.jpg	LEVITAN, Isaak Ilyich	(b. 1860, Kibarta, d. 1900, Moscow)	Birch Grove	1885-89	Oil on paper on canvas, 29 x 50 cm	State Tretyakov Gallery, Moscow	painting	landscape	Russian	1851-1900	http://www.wga.hu/html/l/levitan/birchgro.html
21335	21335.jpg	LEVITAN, Isaak Ilyich	(b. 1860, Kibarta, d. 1900, Moscow)	Golden Autumn	1895	Oil on canvas, 82 x 126 cm	State Tretyakov Gallery, Moscow	painting	landscape	Russian	1851-1900	http://www.wga.hu/html/l/levitan/golden.html
21336	21336.jpg	LEVITAN, Isaak Ilyich	(b. 1860, Kibarta, d. 1900, Moscow)	River Landscape	-	Oil on board, 14 x 21 cm	Private collection	painting	landscape	Russian	1851-1900	http://www.wga.hu/html/l/levitan/riverlan.html
21337	21337.jpg	LEVITSKY, Dmitry Grigorevich	(b. 1735, Kiev, d. 1822, St. Petersburg)	Portrait of the Princesses Davidova and Rzevskaja	1771-72	Oil on canvas, 144 x 102 cm	State Russian Museum, St. Petersburg	painting	portrait	Russian	1751-1800	http://www.wga.hu/html/l/levitsky/portrai1.html
21338	21338.jpg	LEVITSKY, Dmitry Grigorevich	(b. 1735, Kiev, d. 1822, St. Petersburg)	Portrait of Prokofiy Demidov	1773	Oil on canvas, 223 x 166 cm	State Tretyakov Gallery, Moscow	painting	portrait	Russian	1751-1800	http://www.wga.hu/html/l/levitsky/portrai2.html
21339	21339.jpg	LEVITSKY, Dmitry Grigorevich	(b. 1735, Kiev, d. 1822, St. Petersburg)	Portrait of Catherine II	1782	Oil on canvas	State Tretyakov Gallery, Moscow	painting	portrait	Russian	1751-1800	http://www.wga.hu/html/l/levitsky/portrai3.html
21340	21340.jpg	LEVITSKY, Dmitry Grigorevich	(b. 1735, Kiev, d. 1822, St. Petersburg)	Portrait of Catherine II	1780s	Oil on canvas	State Tretyakov Gallery, Moscow	painting	portrait	Russian	1751-1800	http://www.wga.hu/html/l/levitsky/portrai4.html
21341	21341.jpg	LEVITSKY, Dmitry Grigorevich	(b. 1735, Kiev, d. 1822, St. Petersburg)	Portrait of Mikhail Krechetnikov	1770s	Oil on canvas, 63 x 50 cm	The Hermitage, St. Petersburg	painting	portrait	Russian	1751-1800	http://www.wga.hu/html/l/levitsky/portrai5.html
21342	21342.jpg	LEVITSKY, Dmitry Grigorevich	(b. 1735, Kiev, d. 1822, St. Petersburg)	Portrait of Nikolai Novikov	1790s	Oil on canvas, 66 x 54 cm	The Hermitage, St. Petersburg	painting	portrait	Russian	1751-1800	http://www.wga.hu/html/l/levitsky/portrai6.html
21349	21349.jpg	LEYDEN, Lucas van	(b. 1494, Leiden, d. 1533, Leiden)	Self-portrait	1509	Oil on oak, 29 x22 cm	Herzog Anton Ulrich-Museum, Braunschweig	painting	portrait	Netherlandish	1501-1550	http://www.wga.hu/html/l/leyden/1/1selfpor.html
21380	21380.jpg	LEYDEN, Lucas van	(b. 1494, Leiden, d. 1533, Leiden)	Lucretia	c. 1515	Engraving, 115 x 68 mm	Rijksmuseum, Amsterdam	graphics	mythological	Netherlandish	1501-1550	http://www.wga.hu/html/l/leyden/2/lucretia.html
21381	21381.jpg	LEYDEN, Lucas van	(b. 1494, Leiden, d. 1533, Leiden)	Mars, Venus, and Cupid	1530	Engraving, 187 x 243 mm	Rijksmuseum, Amsterdam	graphics	mythological	Netherlandish	1501-1550	http://www.wga.hu/html/l/leyden/2/mars_ven.html
21382	21382.jpg	LEYDEN, Lucas van	(b. 1494, Leiden, d. 1533, Leiden)	Emperor Maximilian	1520	Etching and engraving, 256 x 194 mm	Metropolitan Museum of Art, New York	graphics	portrait	Netherlandish	1501-1550	http://www.wga.hu/html/l/leyden/2/maximili.html
21393	21393.jpg	LEYDEN, Lucas van	(b. 1494, Leiden, d. 1533, Leiden)	Young Man with a Skull	c. 1519	Engraving	Szépmûvészeti Múzeum, Budapest	graphics	portrait	Netherlandish	1501-1550	http://www.wga.hu/html/l/leyden/2/xmanskul.html
21397	21397.jpg	LEYDEN, Lucas van	(b. 1494, Leiden, d. 1533, Leiden)	Portrait of a Man	1521	Black chalk on paper, 261 x 352 mm	Stedelijk Museum De Lakenhal, Leiden	graphics	portrait	Netherlandish	1501-1550	http://www.wga.hu/html/l/leyden/2/zportrai.html
21403	21403.jpg	LEYS, Henri	(b. 1815, Antwerpen, d. 1869, Antwerpen)	Still-Life of Three Skulls	-	Oil on paper, laid down on panel, 52 x 40 cm	Private collection	painting	still-life	Belgian	1851-1900	http://www.wga.hu/html/l/leys/skulls.html
21407	21407.jpg	LEYSTER, Judith	(b. 1609, Haarlem, d. 1660, Heemstede)	A Boy and a Girl with a Cat and an Eel	-	Oil on wood, 59 x 49 cm	National Gallery, London	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/leyster/childrex.html
21410	21410.jpg	LEYSTER, Judith	(b. 1609, Haarlem, d. 1660, Heemstede)	Self-Portrait	c. 1635	Oil on canvas, 72.3 x 65.3 cm	National Gallery of Art, Washington	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/leyster/selfport.html
21413	21413.jpg	LEYTENS, Gysbrecht	(b. 1586, Antwerpen, d. 1642/57, Antwerpen)	Winter Landscape	-	Oil on oak panel, 42 x 64 cm	Národní Galerie, Prague	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/l/leytens/winterla.html
21414	21414.jpg	LEYTENS, Gysbrecht	(b. 1586, Antwerpen, d. ca. 1656, Antwerpen)	Winter Landscape	-	Oil on panel, 48 x 74 cm	Private collection	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/l/leytens/winterlb.html
21415	21415.jpg	LEYTENS, Gysbrecht	(b. 1586, Antwerpen, d. ca. 1656, Antwerpen)	Winter Landscape	-	Oil on panel, 72 x 105 cm	Private collection	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/l/leytens/winterlc.html
21416	21416.jpg	LEYTENS, Gysbrecht	(b. 1586, Antwerpen, d. 1642/57, Antwerpen)	Winter Landscape	1620-40	Oil on panel, 72 x 89 cm	The Hermitage, St. Petersburg	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/l/leytens/winterld.html
21417	21417.jpg	LHERMITTE, Léon-Augustin	(b. 1844, Mont Saint-Père, Aisne, d. 1925, Paris)	August	1894	Pastel on paper, 40 x 67 cm	Private collection	painting	landscape	French	1851-1900	http://www.wga.hu/html/l/lhermitt/august.html
21419	21419.jpg	LHERMITTE, Léon-Augustin	(b. 1844, Mont Saint-Père, Aisne, d. 1925, Paris)	Entrance of La Rochelle's Harbour	-	Pastel on beige paper, 45 x 54 cm	Private collection	painting	landscape	French	1851-1900	http://www.wga.hu/html/l/lhermitt/harbour.html
21422	21422.jpg	LIBALT, Gottfried	(b. ca, 1610, Hamburg, d. 1666, Wien)	Still-Life with Game-Birds	-	Oil on canvas	Szépmûvészeti Múzeum, Budapest	painting	still-life	German	1601-1650	http://www.wga.hu/html/l/libalt/stilgame.html
21435	21435.jpg	LIBERI, Marco	(b. ca. 1640, Venezia, d. ca. 1685)	Jupiter and Mnemosyne	-	Oil on canvas, 118 x 153 cm	Szépmûvészeti Múzeum, Budapest	painting	mythological	Italian	1651-1700	http://www.wga.hu/html/l/liberi/marco/jupiter.html
21439	21439.jpg	LIBERI, Pietro	(b. 1605, Padova, d. 1687, Venezia)	View of a wall in the Foresteria	1652	Fresco	Villa Foscarini Negrelli Rossi, Stra	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/liberi/pietro/1foscar4.html
21440	21440.jpg	LIBERI, Pietro	(b. 1605, Padova, d. 1687, Venezia)	Mars Accompanied by Learning, Truth, and Eloquence	1652	Fresco	Villa Foscarini Negrelli Rossi, Stra	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/liberi/pietro/1foscar5.html
